"EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","JobInvolvement","PerformanceRating","avg_workings_hours","num_of_leaves","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance"
492,52,"Yes","Travel_Rarely","Research & Development",5,4,"Medical","Female",4,"Human Resources","Married",14200,1,13,1,33,2,32,6,9,4,3,6.06678354603336,13,1,4,3
493,44,"No","Travel_Rarely","Research & Development",16,3,"Life Sciences","Female",1,"Healthcare Representative","Married",80200,3,11,1,23,2,12,11,11,3,3,10.9084226990079,5,4,4,3
494,50,"No","Non-Travel","Human Resources",2,2,"Life Sciences","Male",1,"Laboratory Technician","Married",36880,0,11,0,19,3,18,0,13,2,3,6.49375258724804,21,4,3,3
495,36,"Yes","Travel_Rarely","Sales",2,4,"Technical Degree","Male",4,"Sales Executive","Single",54820,1,18,0,18,3,17,15,14,3,3,7.8638581872901,8,3,1,3
496,39,"No","Travel_Frequently","Sales",11,3,"Marketing","Male",1,"Sales Executive","Single",160150,1,11,0,21,3,21,2,8,4,3,10.831035516806,9,4,1,3
497,33,"No","Non-Travel","Sales",9,2,"Technical Degree","Male",5,"Sales Representative","Single",12000,0,11,1,3,3,2,2,2,3,3,7.6652076210049,14,2,4,2
498,45,"No","Travel_Rarely","Research & Development",7,2,"Other","Male",1,"Human Resources","Married",56610,3,12,0,26,2,9,1,1,2,3,7.43856818848229,6,4,4,4
499,32,"No","Non-Travel","Research & Development",15,3,"Medical","Male",2,"Manager","Single",69290,9,20,0,10,6,8,7,7,1,4,7.239527942409,11,4,3,3
500,34,"No","Travel_Rarely","Sales",6,4,"Marketing","Male",2,"Research Director","Divorced",96130,0,12,1,16,5,15,0,9,2,3,7.10622918621472,6,2,4,2
501,59,"No","Travel_Rarely","Research & Development",5,3,"Life Sciences","Male",2,"Research Scientist","Married",56740,3,12,0,14,6,6,0,4,3,3,8.13960464362298,8,2,4,1
502,45,"No","Travel_Rarely","Research & Development",16,1,"Medical","Male",2,"Sales Executive","Single",54840,1,20,3,6,6,6,0,4,3,4,6.71633936567455,5,2,2,3
503,53,"No","Travel_Frequently","Sales",8,2,"Medical","Male",2,"Research Scientist","Married",120610,2,20,1,30,2,15,6,12,4,4,7.81642661912725,7,3,2,3
504,36,"Yes","Travel_Rarely","Research & Development",7,2,"Life Sciences","Female",1,"Research Scientist","Divorced",56600,7,12,0,9,3,1,0,0,3,3,6.13435044990746,15,1,3,2
505,26,"Yes","Travel_Frequently","Sales",2,3,"Life Sciences","Male",2,"Research Scientist","Married",48210,6,14,2,6,2,3,1,2,3,3,8.24364108517093,18,1,1,3
506,34,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences","Male",1,"Sales Representative","Married",64100,1,13,1,1,5,1,0,0,2,3,9.24231949214248,5,3,3,3
507,28,"No","Travel_Rarely","Research & Development",10,3,"Other","Male",2,"Sales Representative","Married",52100,1,15,0,1,1,1,0,0,4,3,7.80465293971013,7,4,2,3
508,38,"No","Travel_Frequently","Sales",9,4,"Medical","Male",2,"Research Scientist","Married",26950,3,14,1,8,4,2,2,2,1,3,7.62878025722382,11,3,3,3
509,50,"No","Travel_Rarely","Research & Development",5,4,"Life Sciences","Male",1,"Sales Executive","Married",118780,2,13,1,29,2,8,7,7,3,3,9.61718237081142,15,2,3,2
510,37,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences","Male",1,"Laboratory Technician","Single",170680,3,23,0,8,6,4,0,1,3,4,7.30571975843077,19,4,2,2
511,40,"No","Travel_Rarely","Human Resources",2,3,"Medical","Male",5,"Sales Executive","Married",24550,1,15,1,8,2,7,7,5,3,3,6.17096630390032,23,3,1,2
512,26,"No","Travel_Frequently","Research & Development",3,3,"Medical","Male",2,"Laboratory Technician","Divorced",139640,1,11,2,5,1,5,1,3,2,3,7.74505076725301,4,1,3,3
513,46,"No","Travel_Rarely","Research & Development",2,1,"Medical","Female",3,"Research Scientist","Divorced",49410,9,13,2,23,2,2,2,2,2,3,7.43666801111273,15,4,4,3
514,54,"No","Travel_Rarely","Research & Development",5,3,"Medical","Female",2,"Manufacturing Director","Married",24780,6,11,0,13,0,9,7,0,3,3,7.61042322436237,12,3,3,3
515,56,"No","Travel_Frequently","Research & Development",1,2,"Life Sciences","Female",2,"Manufacturing Director","Married",52280,2,11,0,18,4,5,0,3,3,3,6.95748598373685,16,1,3,3
516,36,"No","Travel_Rarely","Research & Development",4,2,"Life Sciences","Female",2,"Human Resources","Single",44780,0,18,1,15,3,14,7,8,3,3,6.65574684501588,17,4,4,2
517,55,"No","Non-Travel","Research & Development",2,3,"Medical","Female",2,"Manager","Single",75470,7,16,0,31,2,9,6,2,2,3,6.16116950781342,22,3,1,4
518,43,"No","Travel_Rarely","Sales",25,2,"Life Sciences","Male",3,"Research Scientist","Divorced",50550,5,22,0,18,2,1,0,0,2,4,7.96014076616527,8,3,4,3
519,20,"Yes","Travel_Frequently","Sales",8,3,"Marketing","Male",3,"Sales Executive","Single",34640,1,20,0,2,3,2,0,2,2,4,9.1370024288451,6,4,4,3
520,21,"Yes","Travel_Rarely","Research & Development",1,4,"Life Sciences","Male",1,"Manager","Single",57750,1,18,0,1,2,1,1,0,3,3,6.6699400459853,20,3,1,2
521,46,"No","Travel_Rarely","Sales",12,3,"Marketing","Female",3,"Healthcare Representative","Divorced",89430,8,12,1,19,6,16,1,7,3,3,10.9988129809145,10,4,1,3
522,51,"Yes","Travel_Rarely","Sales",23,3,"Medical","Female",2,"Research Scientist","Married",192720,9,20,0,18,2,10,2,7,3,4,8.74535990692325,7,1,3,4
523,28,"Yes","Non-Travel","Research & Development",19,4,"Life Sciences","Female",4,"Laboratory Technician","Single",52380,1,17,1,10,4,10,1,9,2,3,7.46050489626641,16,2,1,2
524,26,"No","Travel_Rarely","Research & Development",5,4,"Medical","Female",2,"Sales Executive","Married",46820,1,11,1,6,3,5,1,3,1,3,7.55750136175653,18,1,1,3
525,30,"No","Travel_Rarely","Research & Development",8,3,"Medical","Female",1,"Sales Executive","Married",183000,0,14,0,7,6,6,0,2,3,3,6.29972691864102,6,3,1,2
526,41,"No","Travel_Rarely","Sales",1,4,"Life Sciences","Female",1,"Research Director","Married",52570,1,14,0,10,2,10,0,8,4,3,7.91452945402299,12,2,3,3
527,38,"No","Travel_Rarely","Research & Development",5,3,"Technical Degree","Male",1,"Sales Executive","Married",63490,0,11,0,20,3,19,1,9,3,3,7.33577363774111,19,3,3,2
528,40,"No","Travel_Rarely","Sales",1,4,"Marketing","Male",1,"Sales Executive","Married",48690,4,12,0,14,2,11,11,1,3,3,7.95946081277937,11,1,4,3
529,27,"No","Non-Travel","Sales",11,3,"Technical Degree","Female",2,"Laboratory Technician","Married",99850,1,14,1,3,3,3,1,2,2,3,8.04172691864102,6,1,3,3
530,55,"No","Travel_Frequently","Research & Development",23,5,"Life Sciences","Male",3,"Laboratory Technician","Married",36970,3,13,1,23,1,3,1,2,3,3,6.78069878664924,18,4,2,3
531,28,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences","Male",2,"Healthcare Representative","Single",74570,3,11,2,10,1,8,1,7,4,3,6.65826206603331,6,3,3,4
532,44,"Yes","Travel_Rarely","Research & Development",18,4,"Life Sciences","Female",2,"Sales Executive","Married",21190,9,15,0,24,3,20,3,6,3,3,6.23947547124072,8,2,1,3
533,33,"No","Travel_Rarely","Sales",23,4,"Marketing","Female",4,"Sales Executive","Divorced",39830,4,12,0,9,3,3,1,2,3,3,6.46145406884324,16,4,4,3
534,35,"Yes","Travel_Rarely","Sales",7,4,"Life Sciences","Male",3,"Sales Representative","Single",61180,0,21,1,9,3,8,4,7,2,4,9.83251664576433,15,4,1,3
535,33,"Yes","Travel_Frequently","Research & Development",1,2,"Life Sciences","Female",1,"Sales Executive","Single",62140,1,19,2,14,3,13,3,8,3,3,7.83320363424889,20,1,3,3
536,28,"No","Travel_Rarely","Human Resources",1,1,"Human Resources","Male",2,"Research Scientist","Divorced",63470,1,15,1,4,2,4,2,2,3,3,6.70977726505531,3,1,3,2
537,34,"No","Travel_Frequently","Sales",29,4,"Marketing","Male",1,"Research Scientist","Single",115100,0,14,1,7,5,6,0,4,3,3,6.73476711657413,15,1,4,2
538,37,"No","Travel_Rarely","Research & Development",7,4,"Life Sciences","Male",4,"Sales Executive","Divorced",71430,2,21,0,8,6,1,0,0,2,4,10.5954308842121,4,4,4,3
539,25,"Yes","Travel_Rarely","Human Resources",25,4,"Human Resources","Female",2,"Research Scientist","Married",82680,1,12,0,7,3,7,5,6,2,3,10.9106096674029,9,4,4,4
540,26,"Yes","Travel_Rarely","Sales",8,2,"Marketing","Male",2,"Sales Executive","Divorced",80950,1,15,0,1,3,1,0,0,4,3,7.84788787498981,16,1,3,2
541,33,"Yes","Travel_Rarely","Research & Development",8,2,"Life Sciences","Male",4,"Manufacturing Director","Single",29040,4,13,0,5,2,2,2,2,3,3,10.2281263444461,15,1,2,3
542,42,"No","Travel_Rarely","Research & Development",11,1,"Life Sciences","Male",4,"Research Scientist","Married",60320,0,14,0,23,2,22,13,7,2,3,6.82549474056163,5,4,1,3
543,28,"Yes","Travel_Frequently","Research & Development",7,3,"Life Sciences","Male",2,"Manager","Divorced",29760,1,14,0,1,3,1,0,0,3,3,6.34663987604475,14,1,2,3
544,50,"Yes","Travel_Frequently","Research & Development",1,4,"Medical","Male",2,"Research Scientist","Single",159920,3,14,0,5,3,0,0,0,3,3,10.4771081342309,3,4,3,3
545,33,"No","Travel_Frequently","Sales",9,3,"Medical","Female",2,"Research Scientist","Married",46490,0,12,0,4,2,3,0,2,2,3,8.07507499120338,6,4,2,3
546,34,"No","Non-Travel","Sales",1,1,"Marketing","Female",2,"Research Director","Married",26960,3,23,0,6,3,0,0,0,3,4,7.16420772275298,20,3,4,3
547,48,"No","Non-Travel","Sales",2,1,"Life Sciences","Male",2,"Sales Executive","Single",23700,2,11,0,27,3,5,2,1,3,3,6.2624965486007,21,1,4,2
548,45,"No","Non-Travel","Research & Development",1,3,"Medical","Female",2,"Human Resources","Married",125040,1,12,1,15,2,15,4,12,3,3,6.0683584309608,17,2,3,3
549,52,"No","Travel_Rarely","Sales",1,3,"Life Sciences","Male",1,"Sales Executive","Single",59740,7,18,1,18,6,8,4,0,3,3,8.0167829488176,7,2,2,3
550,38,"No","Travel_Rarely","Research & Development",6,2,"Medical","Male",1,"Research Scientist","Divorced",47360,0,11,1,9,3,8,2,7,2,3,10.7097881997338,2,3,3,3
551,29,"No","Travel_Rarely","Research & Development",8,3,"Medical","Female",4,"Research Scientist","Divorced",52960,4,14,0,11,3,7,1,7,4,3,6.3742710036415,19,3,4,3
552,28,"No","Travel_Rarely","Human Resources",1,3,"Human Resources","Female",4,"Laboratory Technician","Divorced",67810,0,15,1,10,2,9,1,7,3,3,6.94079746889979,12,4,2,2
553,46,"No","Travel_Rarely","Research & Development",6,4,"Medical","Male",3,"Sales Executive","Married",21740,3,11,1,23,3,12,4,9,3,3,6.44732308129789,11,1,3,3
554,38,"No","Travel_Rarely","Research & Development",7,4,"Medical","Male",1,"Sales Executive","Single",66530,7,20,1,10,2,1,0,0,3,4,7.43081688300259,17,4,2,3
555,43,"No","Travel_Frequently","Research & Development",5,3,"Medical","Female",2,"Laboratory Technician","Married",96990,8,19,1,18,3,8,0,1,3,3,7.16108981734573,5,3,1,3
556,39,"Yes","Travel_Frequently","Sales",1,3,"Marketing","Male",2,"Healthcare Representative","Divorced",67550,7,14,1,21,2,18,11,5,3,3,7.24222711848863,16,1,4,3
557,40,"No","Travel_Rarely","Research & Development",1,1,"Life Sciences","Male",1,"Healthcare Representative","Single",22130,1,17,0,21,4,20,4,9,3,3,6.03432215673626,6,3,3,4
558,21,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences","Female",1,"Research Scientist","Single",26100,1,11,1,2,3,2,2,2,2,3,10.5327312584517,13,4,2,4
559,39,"No","Non-Travel","Research & Development",6,3,"Life Sciences","Male",1,"Laboratory Technician","Single",28510,9,15,0,9,2,5,0,3,3,3,6.24606754402054,16,3,2,2
560,36,"No","Non-Travel","Research & Development",1,3,"Medical","Male",3,"Sales Representative","Single",34520,2,13,3,18,4,11,0,9,4,3,7.23877411666832,19,1,4,3
561,31,"No","Travel_Frequently","Research & Development",7,3,"Life Sciences","Male",1,"Sales Executive","Married",52580,0,14,3,3,5,2,2,2,3,3,6.6547888191321,21,3,4,3
562,28,"No","Travel_Rarely","Sales",2,4,"Marketing","Male",1,"Sales Executive","Married",93550,0,11,0,6,4,5,0,4,3,3,7.5248733601949,21,1,2,1
563,35,"No","Travel_Frequently","Research & Development",9,2,"Other","Female",1,"Manufacturing Director","Divorced",104960,1,13,1,5,2,5,0,2,3,3,6.64478732833259,20,4,4,3
564,49,"No","Travel_Rarely","Sales",2,2,"Medical","Female",1,"Sales Executive","Married",63800,6,23,1,22,1,9,2,3,2,4,7.21543599406295,19,4,2,3
565,34,"No","Travel_Frequently","Sales",9,1,"Technical Degree","Male",2,"Sales Executive","Single",26570,2,13,1,5,3,3,0,2,2,3,8.06197933697483,19,4,3,2
566,29,"No","Travel_Frequently","Research & Development",1,4,"Medical","Male",3,"Research Scientist","Divorced",27160,0,18,0,8,2,7,1,1,1,3,7.14582875384779,17,4,2,2
567,42,"No","Travel_Rarely","Sales",21,2,"Life Sciences","Female",1,"Healthcare Representative","Single",22010,4,12,1,16,3,1,0,0,4,3,7.24239487258219,3,2,4,3
568,29,"No","Travel_Rarely","Sales",4,2,"Other","Female",2,"Healthcare Representative","Married",65400,1,22,0,10,2,10,1,2,1,4,10.9089902634294,4,2,4,2
569,38,"No","Travel_Rarely","Research & Development",1,3,"Medical","Female",1,"Human Resources","Married",38160,1,13,2,7,2,7,5,0,2,3,6.57314222982624,23,3,3,4
570,28,"No","Travel_Frequently","Sales",6,4,"Life Sciences","Male",1,"Manager","Divorced",52530,1,15,0,3,2,3,0,2,3,3,10.6973647785264,13,3,3,3
571,18,"Yes","Non-Travel","Research & Development",2,4,"Medical","Male",3,"Laboratory Technician","Single",109650,1,18,0,0,5,0,0,0,4,3,7.03740365141405,15,3,3,3
572,33,"Yes","Travel_Rarely","Research & Development",3,2,"Life Sciences","Male",1,"Sales Executive","Single",49360,0,14,0,6,2,5,0,3,2,3,9.01097474369277,15,1,1,3
573,41,"No","Travel_Rarely","Research & Development",4,2,"Medical","Male",2,"Research Scientist","Married",25430,3,12,0,6,3,1,0,0,3,3,8.15812284981641,11,2,4,3
574,31,"Yes","Travel_Frequently","Sales",10,3,"Technical Degree","Female",1,"Research Director","Married",53040,1,17,0,2,3,2,2,2,4,3,7.17297704129874,18,3,3,2
575,37,"No","Travel_Rarely","Research & Development",23,3,"Life Sciences","Male",3,"Manufacturing Director","Divorced",166590,7,16,1,NA,2,6,1,3,3,3,8.03605368365106,5,3,4,3
576,27,"No","Travel_Rarely","Research & Development",6,2,"Medical","Female",1,"Healthcare Representative","Married",42600,1,11,2,4,2,4,2,2,3,3,7.45563846600636,16,4,3,3
577,34,"No","Travel_Rarely","Sales",1,1,"Marketing","Female",2,"Laboratory Technician","Married",24760,1,19,0,6,2,6,1,3,3,3,7.13074969138096,19,2,3,2
578,35,"No","Travel_Rarely","Research & Development",6,3,"Life Sciences","Female",3,"Laboratory Technician","Single",31020,1,13,1,6,3,5,1,4,2,3,6.84625926940048,7,3,3,1
579,29,"Yes","Travel_Rarely","Research & Development",6,3,"Life Sciences","Male",1,"Sales Executive","Married",22440,1,12,3,11,5,11,3,10,1,3,6.83743100765489,10,4,1,1
580,40,"No","Travel_Frequently","Research & Development",2,4,"Medical","Male",4,"Human Resources","Single",75960,9,11,0,20,0,18,2,13,1,3,6.76074993201669,15,2,3,2
581,42,"Yes","Travel_Frequently","Sales",2,4,"Life Sciences","Male",1,"Laboratory Technician","Single",22850,0,16,0,22,3,21,13,14,1,3,8.05436593018762,18,3,1,2
582,42,"No","Travel_Rarely","Research & Development",1,2,"Life Sciences","Male",4,"Laboratory Technician","Single",30340,7,21,1,9,3,6,1,5,2,4,7.73354571082663,18,2,1,4
583,35,"No","Travel_Rarely","Research & Development",5,3,"Medical","Male",1,"Healthcare Representative","Married",57150,6,24,2,10,0,8,1,7,3,4,7.10986189015209,22,4,3,3
584,24,"No","Travel_Rarely","Sales",7,4,"Life Sciences","Female",1,"Laboratory Technician","Single",25760,8,17,3,6,3,4,1,2,3,3,7.94548688676495,21,4,2,3
585,28,"Yes","Travel_Rarely","Research & Development",15,4,"Life Sciences","Male",2,"Sales Executive","Married",41970,1,13,0,1,3,1,0,0,1,3,10.3068554887053,11,3,4,2
586,26,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences","Male",2,"Sales Representative","Married",143360,1,21,1,8,3,8,0,7,3,4,7.55935503655485,6,1,4,3
587,30,"No","Travel_Rarely","Research & Development",7,2,"Life Sciences","Female",1,"Manufacturing Director","Married",34480,1,11,0,10,3,10,1,4,3,3,7.72626788093436,8,3,NA,3
588,40,"No","Travel_Frequently","Research & Development",26,4,"Life Sciences","Male",2,"Research Scientist","Married",194060,3,20,3,16,2,1,0,0,3,4,10.5294228877931,8,3,4,1
589,35,"No","Travel_Rarely","Research & Development",18,5,"Medical","Female",2,"Research Scientist","Divorced",65380,2,16,1,15,3,7,6,4,3,3,6.94240834756088,12,3,2,4
590,34,"No","Travel_Frequently","Research & Development",6,2,"Life Sciences","Male",1,"Research Director","Single",43060,0,11,0,14,2,13,4,9,3,3,7.53082442430995,6,4,1,3
591,35,"No","Travel_Frequently","Research & Development",3,3,"Medical","Female",2,"Laboratory Technician","Married",22580,1,11,1,2,2,2,2,2,3,3,8.02119851037808,9,4,4,4
592,43,"Yes","Travel_Rarely","Sales",5,3,"Marketing","Female",3,"Research Scientist","Single",45220,8,15,1,7,3,4,1,3,3,3,7.54847124572106,7,1,3,2
593,32,"No","Non-Travel","Research & Development",11,2,"Other","Female",2,"Research Scientist","Divorced",44870,1,11,0,1,5,1,0,0,2,3,6.64345307033983,21,3,1,3
594,56,"No","Travel_Rarely","Research & Development",3,2,"Other","Male",2,"Healthcare Representative","Divorced",44490,4,15,0,28,3,5,4,2,1,3,6.33407790234086,23,4,1,3
595,29,"No","Travel_Rarely","Research & Development",26,1,"Life Sciences","Male",1,"Laboratory Technician","Married",22180,1,24,1,10,1,10,0,8,3,4,7.507840442409,11,2,4,3
596,19,"No","Travel_Rarely","Research & Development",23,4,"Life Sciences","Male",2,"Laboratory Technician","Single",191970,1,12,0,1,2,1,0,0,3,3,7.32592109525286,10,3,1,3
597,45,"No","Travel_Rarely","Research & Development",22,3,"Life Sciences","Female",2,"Sales Representative","Married",132120,4,13,0,7,4,3,0,2,3,3,8.82524970894465,5,1,3,2
598,37,"No","Travel_Rarely","Research & Development",14,4,"Life Sciences","Male",3,"Research Scientist","Married",65770,1,13,0,14,1,14,3,11,1,3,6.81918383474079,6,4,4,2
599,20,"No","Travel_Rarely","Research & Development",6,3,"Medical","Male",5,"Research Director","Single",83920,1,17,0,2,5,2,1,2,3,3,6.74605242730859,15,1,3,2
600,44,"Yes","Travel_Rarely","Human Resources",6,2,"Human Resources","Male",3,"Sales Executive","Single",45580,1,13,1,6,2,6,0,2,1,3,10.4177946378653,18,3,3,3
601,53,"No","Travel_Rarely","Research & Development",6,4,"Life Sciences","Male",1,"Research Director","Divorced",40310,3,12,1,26,3,7,4,7,2,3,6.04675753088592,6,4,3,3
602,29,"No","Travel_Rarely","Research & Development",23,3,"Medical","Male",1,"Sales Executive","Married",79690,0,14,0,6,3,5,1,3,3,3,8.92210964928101,12,2,4,2
603,22,"Yes","Travel_Frequently","Research & Development",22,4,"Medical","Male",1,"Sales Representative","Married",26540,0,24,0,1,5,0,0,0,2,4,9.89793833361388,12,3,4,3
604,46,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",2,"Research Scientist","Married",165550,8,14,2,28,4,26,15,9,3,3,6.04521491858238,13,3,1,3
605,44,"No","Non-Travel","Research & Development",20,3,"Life Sciences","Male",1,"Sales Representative","Single",45560,2,13,0,6,4,0,0,0,3,3,6.22228411946982,17,4,3,3
606,33,"No","Travel_Rarely","Research & Development",28,4,"Life Sciences","Female",1,"Manager","Married",60910,1,15,0,5,6,5,1,4,1,3,7.8570515367752,12,2,3,3
607,41,"Yes","Non-Travel","Research & Development",12,3,"Life Sciences","Male",2,"Sales Representative","Divorced",195660,6,16,0,5,2,1,0,0,4,3,7.22315213755898,9,1,1,1
608,30,"No","Travel_Rarely","Sales",20,3,"Marketing","Male",3,"Sales Executive","Divorced",48100,8,18,0,8,3,4,0,3,2,3,7.53389023333496,15,3,1,3
609,40,"No","Travel_Frequently","Sales",9,3,"Medical","Male",1,"Manufacturing Director","Married",45230,5,16,1,5,5,0,0,0,4,3,6.83899749298414,23,2,2,3
610,50,"No","Travel_Frequently","Research & Development",25,4,"Life Sciences","Female",2,"Healthcare Representative","Married",32020,2,24,1,32,2,2,2,2,3,4,7.26947688132939,10,4,1,NA
611,28,"No","Travel_Rarely","Research & Development",6,3,"Technical Degree","Male",2,"Research Scientist","Married",23510,1,16,0,6,4,6,3,3,3,3,7.24022921813034,23,4,1,3
612,46,"No","Travel_Rarely","Research & Development",8,4,"Other","Male",3,"Manager","Married",17020,5,21,0,25,2,4,0,3,3,4,7.3308916111592,12,4,2,3
613,35,"No","Travel_Rarely","Sales",4,4,"Marketing","Male",1,"Laboratory Technician","Married",180410,3,20,1,15,3,7,1,7,2,4,8.52939559085128,13,3,1,3
614,24,"Yes","Travel_Rarely","Human Resources",28,4,"Human Resources","Male",3,"Manufacturing Director","Married",28860,1,19,1,1,5,1,0,0,3,3,6.61159648500895,22,4,2,1
615,33,"No","Travel_Frequently","Research & Development",9,2,"Medical","Female",1,"Sales Executive","Married",20970,1,14,2,10,5,10,0,1,2,3,6.07193974444612,23,2,3,2
616,36,"No","Travel_Rarely","Research & Development",9,2,"Medical","Male",2,"Sales Executive","Divorced",119350,1,11,3,7,6,7,1,7,4,3,6.63203480308006,20,3,3,3
